avgCost,classify,serviceRate,environmentRate,tel,tasteRate,rid,hours,address,name
265,"[""小吃"",""其他小吃""]",0.6,0.45,,0.65,128235,[],"25.05667601977,121.51536300849999",寧夏夜市千歲宴
93,"[""早餐"",""西式早餐""]",0.8,0.75,,0.75,806000,[],"22.63273501108,120.32433100862",濰克早午餐 Wake Up Brunch
135,"[""早餐"",""其他類型早餐""]",0.85,0.7,06-233-7230,0.75,993348,"[""07:00~16:00"",""07:00~12:00""]","23.02472830373,120.25400310842001",橘象泰早安(台南永康店)
266,"[""異國料理"",""義式料理""]",0.7,0.75,02-2517-3790,0.7,929614,"[""11:30~21:30""]","25.059664851031158,121.53378619714826",入內珈琲 Zoono Café & Bistro
320,"[""亞洲料理"",""韓式料理""]",0.7,0.5,03-363-2225,0.75,590092,"[""11:00~23:00""]","24.98996401279,121.3176590032",阿里郎韓式餐廳
203,"[""小吃"",""其他小吃""]",0.6,0.4,03-954-2008,0.75,38093,"[""11:00~01:00"",""00:00~01:00""]","24.67562501501,121.76880701853",台灣沙茶
198,"[""咖啡、簡餐、茶"",""複合式""]",0.8,0.9,02-2546-9493,0.75,97522,[],"25.052596005330003,121.54445501273",春水堂人文茶館(慶城店)
43,"[""小吃"",""其他小吃""]",0.65,0.55,03-956-5028,0.85,41385,[],"24.67485301942,121.76655000190999",正宗玉芬米粉羹
292,"[""主題特色餐廳"",""情境主題餐廳""]",0.7,0.85,02-2791-8885,0.6,1100318,[],"25.061206312499998,121.58046290948992",阿達阿永咖啡廳
151,"[""小吃"",""其他小吃""]",0.65,0.65,02-2593-5650,0.85,37913,[],"25.06483701086,121.52419401219",阿宏烏骨雞
567,"[""中式料理"",""台菜餐廳""]",0.7,0.65,02-2571-3859,0.6,7595,"[""11:30~14:30"",""17:30~22:30""]","25.05063200723,121.52349600682",青葉餐廳(中山北路店)
367,"[""燒烤類"",""炭烤串燒""]",0.35,0.2,02-2581-9151,0.25,42509,[],"25.05417001327,121.53255001926",大戈壁蒙古烤肉
113,"[""亞洲料理"",""韓式料理""]",0.7,0.7,02-2764-0990,0.75,1065380,[],"25.04228300335,121.56424401159",吐司工寓-韓式鐵板吐司專賣
412,"[""燒烤類"",""炭烤串燒""]",1,0.9,08-732-3993,1,25145,[],"22.673929018120003,120.48594100625999",明洞燒肉館
57,"[""小吃"",""其他小吃""]",0.85,0.8,04-2473-2109,0.9,116854,[],"24.14476680671,120.64990041102001",三峽老街蚵仔麵線
136,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.7,1,02-2625-2459,0.65,52619,"[""12:00~22:00""]","25.169084005640002,121.44228801781",有河BOOK
50,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.85,0.5,02-2883-3957,0.85,30989,"[""15:00~24:00""]","25.08891500633,121.52616801793",學姐冰店
97,"[""中式料理"",""麵食點心""]",0.55,0.6,05-662-3992,0.75,34855,"[""08:00~19:00""]","23.67698601973,120.39107201454999",阿海師鴨肉麵線
122,"[""中式料理"",""麵食點心""]",0.7,0.5,02-2341-1579,0.65,37438,"[""07:00~20:00""]","25.03219301816,121.51832500884001",徐家點心舖
66,"[""日式料理"",""生魚片、壽司專賣""]",0.75,0.6,07-557-3377,0.8,13167,"[""09:30~14:00"",""16:30~20:30""]","22.66018401677,120.30902701996",喜多園壽司
320,"[""咖啡、簡餐、茶"",""複合式""]",0.75,0.75,02-2751-7600,0.7,986450,[],"25.04252321097,121.55730341597",VIIA CAFFE 義品咖啡
0,"[""咖啡、簡餐、茶"",""複合式""]",0.75,0.75,02-2259-6209,0.85,942044,"[""10:00~18:00""]","25.026204911649998,121.45980000147998",UR SWEEt Pâtisserie 優手作甜品本舖
400,"[""中式料理"",""熱炒、快炒""]",0.75,0.65,02-2943-5575,0.8,986390,"[""17:30~01:00""]","24.99629250052,121.50576591369",饕出來援胃燒烤
428,"[""素食"",""西式""]",0.9,0.8,07-343-3690,0.8,940180,[],"22.67068820407,120.30341300731997",舒果新米蘭蔬食(高雄博愛店)
300,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.95,0.95,,0.9,1005924,[],"22.68820521288,120.31787760320998",馤咖啡
0,"[""中式料理"",""客家菜""]",0.9,0.75,02-2631-0701,1,969286,[],"25.06818500249,121.61479101153",新家圓客家川菜館
120,"[""咖啡、簡餐、茶"",""複合式""]",0.9,0.9,02-7725-3399,0.8,968106,[],"25.04454601879,121.52551100394",HOTEL COZZI 和逸台北忠孝館
247,"[""中式料理"",""眷村菜""]",0.65,0.75,,0.75,1044138,[],"25.048438019240002,121.54377001113",公公小館
206,"[""日式料理"",""綜合日式料理""]",0.65,0.8,04-726-9241,0.8,1036888,"[""17:00~20:00"",""11:00~14:00""]","24.06989701877,120.5368490068",BVK
180,"[""亞洲料理"",""印度料理""]",0.4,0.45,02-2366-0211,0.6,626342,"[""11:00~21:00""]","25.019259914430002,121.53054201990997",Masala House 香料館
132,"[""異國料理"",""義式料理""]",0.75,0.7,02-2794-3222,0.8,93174,[],"25.08026800944,121.590610005",夯麵坊(內湖店)
158,"[""速食料理"",""漢堡、炸雞""]",0.7,0.7,02-2933-5200,0.9,52634,[],"24.98960000213,121.54209800416",Jim's Burger
351,"[""異國料理"",""義式料理""]",0.75,0.9,02-6626-0656,0.85,1101941,"[""18:00~21:30"",""06:30~10:00"",""11:30~14:00""]","25.03238111511,121.5447991174",富藝旅-Port 23
346,"[""咖啡、簡餐、茶"",""複合式""]",0.65,0.65,02-2595-6162,0.65,1138607,[],"25.0632350108,121.51185700981",Lucky Foot
212,"[""主題特色餐廳"",""養生蔬食餐廳""]",0.65,0.85,06-213-3355,0.6,31439,"[""07:30~10:30"",""11:00~15:00""]","22.980991013249998,120.21122901522",府城藝術轉角
69,"[""中式料理"",""台菜餐廳""]",0.65,0.65,02-2422-9709,0.95,39527,"[""09:00~20:00""]","25.137616017520003,121.75139301781999",金龍肉羹
39,"[""小吃"",""其他小吃""]",0.85,0.75,07-661-3598,0.85,933416,[],"22.884999008530002,120.48261400017002",旗山豬仔包
154,"[""異國料理"",""法式料理""]",0.7,0.6,,0.7,72422,[],"25.01703290741,121.53213120798999",ARVORIG crêperie bar
39,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.75,0.5,0937-147-480,0.9,610006,"[""11:00~21:00""]","22.98251051769,120.20812682",豆腐花 DofuWhat
469,"[""日式料理"",""生魚片、壽司專賣""]",0.4,0.5,02-2555-1135,0.65,113504,"[""11:00~21:30"",""11:00~22:00""]","25.04800860819,121.51625150822",海壽司(京站店)
56,"[""小吃"",""其他小吃""]",0.6,0.55,06-223-3634,0.7,35846,"[""09:00~20:30""]","22.996842007410002,120.20231400990001",呷霸白北浮水魚羹
83,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.7,0.65,07-713-2979,0.75,42795,"[""08:30~22:30""]","22.624722016019998,120.31967401537001",生力美食
63,"[""速食料理"",""漢堡、炸雞""]",0.55,0.55,03-338-4053,0.75,40882,"[""07:00~23:00""]","24.990705011409997,121.31279501585999",肯德基 KFC(桃園中正)
200,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.9,0.7,07-321-5617,0.75,56704,[],"22.65617131987912,120.31589345415536",幸福荳荳烘焙屋
490,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.7,0.75,06-213-5555,0.6,68263,[],"22.98826500841,120.19784101692",大億麗緻-風尚庭園咖啡下午茶
213,"[""異國料理"",""義式料理""]",0.7,0.75,06-391-2008,0.5,78054,[],"22.99754301199,120.14650100445",ZiZA咖啡
413,"[""中式料理"",""粵菜 港式飲茶""]",0.7,0.7,02-2228-7188,0.7,622308,"[""17:30~22:00"",""11:00~15:00""]","25.00623951956,121.47513130147",華漾大飯店(環球店)
0,"[""小吃"",""其他小吃""]",0.9,0.6,0968-848-808,0.95,1133237,[],"24.15828100185,120.65203541651",海味肉羹麵
198,"[""亞洲料理"",""韓式料理""]",0.75,0.7,02-8985-2251,0.75,109662,[],"25.079267012320003,121.49143201344",高麗館
153,"[""亞洲料理"",""韓式料理""]",0.6,0.6,03-456-5785,0.65,76495,[],"24.95796301235,121.23908400110001",全州食堂
400,"[""主題特色餐廳"",""酒吧 Lounge Bar""]",0.95,0.95,07-222-5038,0.85,1052744,"[""00:00~03:00"",""11:00~03:00""]","22.62789169164984,120.30858381613184",玖伍咖餐酒坊
28,"[""中式料理"",""麵食點心""]",0.65,0.55,04-728-8336,0.7,133557,"[""14:00~18:30""]","24.0738600118,120.54247301953001",阿貞炸饅頭
1070,"[""燒烤類"",""鐵板燒""]",0.8,0.75,04-2328-8000,0.75,74109,"[""17:30~22:00"",""11:30~14:00""]","24.15621500108,120.66340300402",台中金典酒店 - 高第鐵板燒
72,"[""小吃"",""其他小吃""]",0.75,0.5,07-723-6781,0.8,70961,[],"22.63116000847,120.32820300412",二舅仔ㄟ車輪餅
42,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.75,0.65,02-2972-8761,0.8,52836,[],"25.07298500221,121.49908301322999",陳Q古早黑砂糖剉冰(三重龍門店)
226,"[""異國料理"",""美式料理""]",0.65,0.7,07-556-8885,0.65,1008932,[],"22.66453281573,120.30458701622",兔子兔子RabbitRabbit(巨蛋店)
45,"[""小吃"",""其他小吃""]",0.5,0.35,,0.6,56552,[],"25.028553002979997,121.54143901418",瑞安豆漿大王
24,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.7,0.5,03-528-4410,0.8,54426,[],"24.804939140583382,120.97199584245175",西米露之家
85,"[""中式料理"",""麵食點心""]",0.75,0.65,07-387-2309,0.9,54232,[],"22.63899700476,120.34180200143",金典牛肉麵
227,"[""日式料理"",""日式麵食專賣""]",0.85,0.8,02-2786-1377,0.85,1008912,[],"25.05980330208,121.61588461441",樂麵屋(南港店)
190,"[""日式料理"",""綜合日式料理""]",0.6,0.6,02-2508-3131,0.65,971472,[],"25.06028160788,121.54305961189",八坂丼屋
0,"[""日式料理"",""日式豬排專賣""]",0.85,0.8,,0.85,1178018,[],"25.013487,121.4668732",伊勢路-勝勢日式豬排(板橋大遠百店)
165,"[""異國料理"",""義式料理""]",0.8,0.65,,0.8,118293,"[""07:00~20:00""]","22.98503601175,120.20366500852",以利亞小餐館Elijah bistro
490,"[""異國料理"",""義式料理""]",0.65,1,03-532-7532,0.75,929190,"[""11:30~22:30"",""11:30~00:00""]","24.80918000443,120.97602000247007",VICUDDY Cafe
442,"[""日式料理"",""居酒屋""]",0.85,0.85,02-2771-2700,0.9,1068170,"[""00:00~02:00"",""18:00~02:00""]","25.043642017689997,121.54677781044",山葵居酒屋
930,"[""烘焙、甜點、零食"",""休閒零食""]",0.95,0.8,089-360-298,0.95,590312,"[""12:00~22:00""]","22.75292530232,121.15119380985",糖果樂園有限公司
130,"[""鍋類"",""其他鍋類""]",0.75,0.5,02-2625-3636,0.5,967012,[],"25.17210500333,121.44644301849",兩披索靚鍋(淡水水源店)
431,"[""日式料理"",""綜合日式料理""]",0.55,0.6,02-2720-5533,0.55,9152,"[""17:00~22:00"",""11:00~15:00""]","25.035980006011403,121.56746720017675",京桃山日式料理(新光三越A9館)
512,"[""咖啡、簡餐、茶"",""複合式""]",0.85,0.85,04-2254-3089,0.7,978422,[],"24.16486310498,120.6447169056",德爾芙de reve cafe大遠百店
273,"[""亞洲料理"",""綜合南洋料理""]",0.7,0.75,03-528-0167,0.6,1086650,[],"24.79893801605,120.96454100379",金福氣南洋食堂
304,"[""中式料理"",""熱炒、快炒""]",0.45,0.5,07-571-8771,0.5,60649,[],"22.61216200239,120.26777800114",旗津海產店
321,"[""咖啡、簡餐、茶"",""複合式""]",0.55,0.6,02-2175-3456,0.7,60376,[],"25.082837013640003,121.55729301099",MÖVENPICK café 莫凡彼咖啡館(美麗華百樂園店)
313,"[""亞洲料理"",""泰式料理""]",0.4,0.45,02-8751-0592,0.6,97877,"[""17:00~21:30"",""11:30~14:30""]","25.082177000410002,121.5649310098",泰廚鄉
1800,"[""中式料理"",""粵菜 港式飲茶""]",0.9,0.85,02-2378-8888,0.75,49127,[],"25.02661201638,121.54928200676001",香格里拉台北遠東國際大飯店-宴會廳
35,"[""小吃"",""肉圓""]",0.6,0.45,04-8783-966,0.65,36580,"[""09:00~18:00""]","23.871698002269998,120.52200601231",北斗肉圓詹
773,"[""日式料理"",""其他日式料理""]",0.65,0.65,03-533-7372,0.7,43381,"[""17:30~22:00"",""11:30~14:30""]","24.810011016249998,120.97935201744001",明園二館
247,"[""日式料理"",""其他日式料理""]",0.75,0.55,02-896-91758,0.55,849512,[],"25.014051304149998,121.46381500660007",杓文字(板橋環球)
252,"[""中式料理"",""熱炒、快炒""]",0.3,0.35,,0.45,60722,[],"24.570772017790002,120.82019101203",海上鮮(苗栗店)
317,"[""燒烤類"",""炭烤串燒""]",0.45,0.45,0976-107-298,0.5,985188,"[""18:00~01:30"",""00:00~01:30""]","22.621255010160002,120.29101721843",雄出沒岩燒生蠔
292,"[""鍋類"",""其他鍋類""]",0.55,0.45,07-551-8588,0.75,96696,"[""17:00~01:00"",""11:00~14:00""]","22.62850201867,120.28372601144",廣東汕頭味味香牛肉爐
50,"[""小吃"",""麵攤、麵店""]",0.7,0.6,,0.65,612260,"[""08:00~21:00""]","23.00106950245,120.20878760884999",公園口紅燒土魠魚焿
110,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.5,0.5,03-834-0976,0.75,56378,[],"23.98007695479987,121.6099929632051",芙芮莉
160,"[""早餐"",""西式早餐""]",0.65,0.7,,0.75,614064,[],"24.749636012819998,121.74038300455999",茉尼好食光
50,"[""中式料理"",""其它中式料理""]",0.85,0.7,0953-803-008,0.85,1098233,[],"25.002304014059998,121.30306601366",帝王油飯
353,"[""日式料理"",""生魚片、壽司專賣""]",0.85,0.6,02-2332-1858,0.85,30850,"[""17:30~21:00"",""11:30~14:00""]","25.02617300621,121.50681900353999",青園食堂(原：生魚片握壽司)
462,"[""異國料理"",""義式料理""]",0.7,0.7,,0.85,1063616,[],"25.03661851086,121.56725720925",miacucina(信義店)
69,"[""小吃"",""其他小吃""]",0.7,0.5,0932-570-583,0.9,36431,"[""11:00~20:00""]","24.0826090043,120.53985200231",北門口肉圓(站前店)
46,"[""小吃"",""其他小吃""]",0.5,0.4,04-2372-0587,0.7,40484,"[""09:00~18:30""]","24.14007401188,120.66856500625",楊清華潤餅店
177,"[""日式料理"",""綜合日式料理""]",0.7,0.65,,0.75,921980,[],"24.16396400722,120.65542801489",松屋丼飯專賣
95,"[""中式料理"",""麵食點心""]",0.95,0.7,,1,1066444,[],"25.020454418179998,121.30040581319999",魔法樂廚
580,"[""異國料理"",""義式料理""]",0.7,0.85,02-2700-2088,0.7,987418,"[""18:00~22:30"",""12:00~15:00""]","25.03373111211,121.54838130281",BELLINI CAFFE(敦南店)
135,"[""日式料理"",""其他日式料理""]",0.7,0.75,,0.7,964560,"[""11:00~21:30"",""11:00~20:30"",""10:00~22:00"",""10:00~21:30""]","25.05261620115,121.52148231382",宗家源吉兆庵
380,"[""烘焙、甜點、零食"",""巧克力專賣""]",0.9,0.85,049-229-2877,0.9,632018,"[""09:00~20:00""]","23.904654112009997,120.63835200303",慕尼黑巧克力工坊
445,"[""主題特色餐廳"",""溫泉餐廳""]",0.5,0.6,02-2861-6351,0.6,10148,[],"25.188398012009998,121.56974301288",馬槽花藝村
110,"[""亞洲料理"",""韓式料理""]",0.9,0.85,02-2821-7916,0.9,1185119,"[""11:00~20:00""]","25.100537998169763,121.46706234671638",涵川食坊 - 石鍋美食
334,"[""咖啡、簡餐、茶"",""複合式""]",0.7,0.85,02-2364-2345,0.65,1168628,"[""10:00~20:30""]","25.0170909,121.532259",光一旅集
2174,"[""中式料理"",""台菜餐廳""]",0.95,1,02-2511-6224,0.85,943008,"[""17:30~22:00"",""11:30~14:30""]","25.05268201394,121.52394400522003",山海樓
3717,"[""日式料理"",""生魚片、壽司專賣""]",0.95,0.95,02-8771-8575,0.85,982894,[],"25.046151999465668,121.54863049011136",平淡天真 Ten Masa てんまさ 鮨处
655,"[""中式料理"",""海鮮餐廳""]",0.5,0.45,02-2490-2002,0.7,18448,[],"25.052337000850002,121.92353700267",龍蝦大王
376,"[""中式料理"",""台菜餐廳""]",0.95,0.5,02-2581-4645,0.95,7902,"[""17:00~21:00"",""11:00~14:00""]","25.058230005579997,121.53179301153999",盧記小館
210,"[""咖啡、簡餐、茶"",""複合式""]",0.65,0.45,07-345-6884,0.9,960170,"[""10:00~20:30""]","22.64834440519,120.32625350967001",Woopen木盆輕食館
245,"[""咖啡、簡餐、茶"",""複合式""]",0.65,0.7,08-886-2600,0.75,25160,"[""17:00~22:00"",""11:00~14:00""]","21.94478100499,120.79986800938",海複合式餐廳
130,"[""主題特色餐廳"",""懷舊主題""]",0.9,0.8,02-2377-8200,0.7,135743,"[""10:30~21:00""]","25.031755770947527,121.55872107470124",凱古早味鍋燒麵
551,"[""燒烤類"",""炭烤串燒""]",0.75,0.65,04-2386-0398,0.75,140739,"[""17:00~01:00""]","24.14564600123,120.64215501575",傑夫の燒肉
590,"[""中式料理"",""熱炒、快炒""]",0.7,0.75,04-728-5448,0.9,932398,"[""17:30~22:00"",""11:30~14:30""]","24.076249017840002,120.53675000937999",品八方燒鵝小餐館
304,"[""咖啡、簡餐、茶"",""複合式""]",0.85,0.95,02-2764-8655,0.75,1168022,"[""11:00~19:00""]","25.043415,121.56329",FUJI FLOWER CAFE
237,"[""咖啡、簡餐、茶"",""複合式""]",0.6,0.8,,0.5,925120,[],"24.78052000455,121.69544301235",鄧伯花廊咖啡
345,"[""亞洲料理"",""泰式料理""]",0.75,0.7,07-261-5688,0.75,1010742,[],"22.62229731939,120.29635911883",Thai Meet泰時尚泰式料理
389,"[""日式料理"",""其他日式料理""]",0.65,0.75,,0.7,1032914,[],"25.0460629028,121.54417170684",天吉屋
175,"[""日式料理"",""日式麵食專賣""]",0.75,0.75,,0.75,979738,"[""11:00~21:30""]","25.03889970011,121.56673590803",名代富士蕎麥麵(新光三越台北信義新天地A8館)
563,"[""鍋類"",""其他鍋類""]",0.8,0.7,02-2567-3163,0.8,1069934,[],"25.04916900032,121.52808901898999",狀元紅牛肉火鍋專家林森店 - 五條通
93,"[""冰品、飲料、甜湯"",""冰淇淋""]",0.85,0.85,07-588-5559,0.85,1066934,[],"22.6804129154,120.29117171140001",岩雪 雪片の冰
440,"[""buffet自助餐"",""複合式""]",0.85,0.9,,0.85,606414,"[""17:30~21:00"",""11:30~14:00"",""06:00~10:00"",""14:30~16:30""]","24.8203925118,121.02726971967",新竹喜來登-Feast盛宴自助餐
185,"[""主題特色餐廳"",""情境主題餐廳""]",0.75,0.75,07-747-1393,0.8,628211,"[""09:00~22:00""]","22.62915101832,120.35852901738001",蘋果綠烘培坊
225,"[""日式料理"",""綜合日式料理""]",0.55,0.55,02-2927-6586,0.6,20708,"[""17:00~21:00"",""11:30~14:00""]","25.015001019400003,121.51499000026",小竹屋日本料理連鎖
79,"[""速食料理"",""漢堡、炸雞""]",0.55,0.5,07-359-3336,0.6,35083,"[""00:00~24:00""]","22.6600750018,120.3136990076",麥當勞(高雄明誠店)
263,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.75,0.85,08-732-6228,0.75,113347,"[""11:30~21:00""]","22.677628013169997,120.4843360014",遇見綠洲庭園咖啡
136,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.75,0.75,02-2381-5299,0.7,4448,"[""09:30~22:30""]","25.04517000228,121.5055680073",Starbucks Coffee 統一星巴克(武昌門市)
114,"[""中式料理"",""麵食點心""]",0.6,0.5,02-2725-2515,0.7,118113,[],"25.03918801969,121.57622501825999",無敵水餃
54,"[""小吃"",""其他小吃""]",0.4,0.3,,0.85,36444,"[""06:00~13:00""]","25.006838403379998,121.45405000424005",北港肉羹
71,"[""小吃"",""其他小吃""]",0.55,0.55,,0.75,42699,"[""10:30~00:00"",""13:30~00:00""]","24.67636401783,121.7694290156",味佳香廣東滷味
272,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.55,0.75,06-275-5881,0.75,10449,"[""17:00~22:00"",""11:30~15:00""]","22.99053101981,120.21223200563",布老虎廚房
250,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.5,0.75,,0.5,996544,[],"22.97516601713,120.20241601353",四分之三法式甜點 3/4 Pâtisserie
65,"[""小吃"",""其他小吃""]",0.55,0.45,0922-075-399,0.75,22311,"[""10:00~01:00"",""00:00~01:00""]","22.67253795150072,120.29416998153812",彭氏臭豆腐
63,"[""小吃"",""其他小吃""]",0.45,0.65,07-236-8199,0.7,64704,[],"22.63579900688,120.30274400076",正忠排骨飯(中山店)
79,"[""中式料理"",""麵食點心""]",0.55,0.45,,0.85,63583,[],"24.08227366784611,120.54568232090232",三民市場蒸餃
95,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.55,0.55,02-2881-2505,0.8,34803,"[""06:30~22:30""]","25.09089201798,121.52580500006",米哥烘培坊(士林大東店)
35,"[""小吃"",""其他小吃""]",0.75,0.65,03-523-1399,0.75,49733,"[""10:30~20:30""]","24.80515301394,120.96496100309",阿水師潤餅
628,"[""中式料理"",""熱炒、快炒""]",0.75,0.75,02-8911-5150,0.9,46864,[],"24.98506000987,121.54192101704",香祥海鮮店
185,"[""亞洲料理"",""越南料理""]",0.6,0.55,02-2760-9271,0.75,39429,[],"25.0422720104,121.5685550057",鼎越豐越南料理
269,"[""中式料理"",""客家菜""]",0.55,0.65,03-460-8088,0.75,37893,"[""16:30~21:00"",""11:00~14:00""]","24.918274009890002,121.25357201231",釀香居懷舊餐廳
275,"[""中式料理"",""客家菜""]",0.8,0.55,,0.75,38739,"[""10:00~14:00"",""17:00~19:00""]","24.634451015579998,121.01278200673",田媽媽龍門口活魚餐廳
185,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.75,0.75,07-315-5640,0.85,12117,"[""09:00~21:30""]","22.6417280044,120.2978570041",挪威森林咖啡館
220,"[""異國料理"",""義式料理""]",0.55,0.65,04-2326-9819,0.75,101672,"[""12:00~22:00"",""16:00~22:00""]","24.1569939155,120.66373201593",Pisa Pizza 手工窯烤披薩(健行店)
181,"[""速食料理"",""披薩""]",1,0.95,03-528-3829,0.9,583689,"[""11:00~21:00""]","24.80275151074,120.95729600709",森巴披薩坊
403,"[""鍋類"",""涮涮鍋""]",0.7,0.6,02-2395-2938,0.75,9692,"[""11:00~22:00""]","25.03380101282,121.527047017",鍋爸涮涮鍋
680,"[""燒烤類"",""日式燒肉""]",0.9,0.9,,0.85,1201385,[],"24.8093321,120.966237",筋肉人燒肉
250,"[""亞洲料理"",""韓式料理""]",0.95,0.85,06-298-0596,0.9,1138406,[],"22.99129010556,120.17841730564001",瑪西達
199,"[""鍋類"",""石頭火鍋""]",0.75,0.6,07-341-9965,0.75,108624,"[""11:30~23:00""]","22.67798401722,120.30195700799",石二鍋(華夏店)
221,"[""中式料理"",""粵菜 港式飲茶""]",0.6,0.45,02-2271-0250,0.75,19476,[],"25.01696300199,121.45664000408999",黃師傅港式點心世界
307,"[""異國料理"",""美式料理""]",0.75,0.7,07-551-9479,0.75,17378,"[""17:00~20:30"",""11:00~14:00""]","22.62509500031,120.28177600574",綠洲西餐廳
200,"[""咖啡、簡餐、茶"",""複合式""]",1,0.95,02-3343-3508,1,616028,[],"25.031921006410002,121.51941300183",虎記商行
801,"[""異國料理"",""法式料理""]",0.75,0.85,03-657-9616,0.9,1008670,[],"24.818121508850002,121.03009201153999",文森餐酒館
120,"[""異國料理"",""義式料理""]",0,0,04-2225-2162,0,1024424,[],"24.14711921824,120.67543281789",貓頭鷹義廚OWL
40,"[""烘焙、甜點、零食"",""休閒零食""]",0.7,0.5,07-662-6977,1,930002,"[""14:30~21:30"",""12:00~19:00""]","22.88619400811,120.48192801214992",小山丘甜點手作坊
0,"[""中式料理"",""粵菜 港式飲茶""]",0.85,0.7,04-2491-1069,0.8,955342,[],"24.09145391095,120.72973901431",不是滷味
170,"[""咖啡、簡餐、茶"",""複合式""]",0.8,0.75,03-416-3539,0.8,946288,"[""10:00~22:00""]","24.951145713120003,121.22549491492006",Papa's 帕帕司手創冰淇淋
509,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.8,0.85,07-974-1802,0.9,94168,"[""11:00~21:30""]","22.61430600024,120.30614701687",Aunt Stella's 詩特莉餅乾咖啡(SOGO高雄店)
850,"[""日式料理"",""生魚片、壽司專賣""]",1,1,03-327-7208,1,42357,"[""11:30~21:30""]","25.05180201591,121.36410001275999",I love 壽司
128,"[""烘焙、甜點、零食"",""休閒零食""]",0.55,0.5,02-2429-3592,0.85,32543,"[""09:00~01:00"",""00:00~01:00""]","25.128503014819998,121.74312300573",金興麻粩(基隆廟口62攤)
65,"[""小吃"",""其他小吃""]",0.7,0.45,02-2621-3765,0.8,60535,[],"25.173370983228736,121.44857897046262",姐妹中西式早點
51,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.65,0.65,03-532-2318,0.9,56001,"[""10:00~22:00""]","24.81609800404,120.97410701679",光華冰果店
137,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.9,0.75,02-2363-4943,0.9,4517,"[""12:00~24:00""]","25.017793008170003,121.53263600202",葉子咖啡館
38,"[""中式料理"",""麵食點心""]",0.65,0.5,08-788-5827,0.7,67926,[],"22.551161019360002,120.53967701044999",潮州陳記阿明肉包
250,"[""亞洲料理"",""泰式料理""]",0.75,0.5,07-348-2012,0.7,67560,"[""10:30~14:30"",""17:30~21:00""]","22.66276200468,120.31370800932001",泰灣泰式料理
217,"[""鍋類"",""石頭火鍋""]",0.8,0.75,02-8262-3893,0.85,633324,"[""11:00~23:00""]","24.97351291103,121.44085300456",石二鍋(土城中央店)
165,"[""日式料理"",""其他日式料理""]",0.7,0.75,08-864-1267,0.85,39851,"[""11:00~22:00"",""11:00~23:00""]","22.490296001930002,120.50824201726999",小田本舖
129,"[""早餐"",""西式早餐""]",0.75,0.8,03-283-0158,0.8,600944,[],"24.95461501631,121.24259900155",MILU CAFE早午餐
250,"[""咖啡、簡餐、茶"",""複合式""]",0.75,0.65,,0.8,590792,[],"22.9874111177,120.23370200974",奇馬司咖啡簡餐鮮魚料理
490,"[""燒烤類"",""炭烤串燒""]",0.85,0.9,02-2672-5033,0.75,87199,[],"24.93011401294,121.37532000177",昭和園日式燒肉屋(三峽店)
396,"[""咖啡、簡餐、茶"",""複合式""]",0.45,0.65,02-2796-6280,0.6,43671,[],"25.062902002730002,121.57589601575",Skylark加州風洋食館(內湖店)
320,"[""鍋類"",""其他鍋類""]",0.6,0.45,,0.75,116410,[],"25.003851704709998,121.52249010057",永和牛雜鍋、羊肉鍋
153,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.6,0.45,04-2291-0784,0.9,76159,[],"24.17702900532,120.66935301908",大豐食品行
124,"[""中式料理"",""麵食點心""]",0.5,0.5,02-2371-3510,0.75,24132,[],"25.039117005170002,121.50637401892999",趙記山東饅頭
320,"[""中式料理"",""山產野菜餐廳""]",0.6,0.8,0927-430-288,0.55,28407,"[""09:00~19:00""]","23.036061934087666,120.33528681122075",5號樹屋
455,"[""中式料理"",""粵菜 港式飲茶""]",0.6,0.7,03-521-7155,0.75,1767,[],"24.77877100224,120.9827850132",何家園庭園餐廳
454,"[""中式料理"",""上海菜(江浙菜)""]",0.7,0.7,05-535-3669,0.7,25328,"[""17:00~21:00"",""10:00~14:00""]","23.709758005090002,120.56265201136",桃花源(總店)
197,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.6,0.65,07-287-2310,0.65,122335,"[""12:00~21:00"",""10:00~18:00""]","22.63433501115,120.29879101003999",洛斯特 精品咖啡ROAST CAFE
