tel,name,tasteRate,serviceRate,environmentRate,hours,address,avgCost,rid,classify
,老饕肉舖,0.5,1.0,1.0,,"25.03785401727,121.57588701837",0,1049990,"異國料理,美式料理"
03-787-3567,金榜麵食館,0.7,0.5,0.45,07:00~20:30,"24.072158906971758,121.19840074687298",92,42854,"中式料理,其它中式料理"
07-536-9436,THOMAS CHIEN RESTAURANT法式餐廳,0.85,0.8,0.8,"11:30~15:00,18:00~22:30","22.60530501293,120.30088901984",872,142715,"異國料理,法式料理"
02-2609-6399,法國的秘密甜點(林口店),0.9,0.8,0.75,11:00~21:30,"25.07144801561,121.36360511243",221,1051366,"烘焙、甜點、零食,西點烘焙、麵包"
07-201-8666,芒果恰恰冰館(新崛江店),0.8,0.8,0.85,,"22.6222804051,120.30345011525",184,578610,"冰品、飲料、甜湯,剉冰、豆花"
07-533-0944,元啡驢派,0.85,0.8,0.9,10:00~22:00,"22.63108900055,120.28350000849001",216,942056,"咖啡、簡餐、茶,咖啡專賣"
02-2756-9560,可利亞石頭火鍋,0.85,0.75,0.75,"17:00~23:00,11:30~14:30","25.05157301297,121.56635101889994",490,961038,"鍋類,石頭火鍋"
02-8772-2686,Afternoon Tea(微風本館門市),0.7,0.7,0.7,11:00~21:30,"25.04614001086,121.54417701018001",405,72369,"咖啡、簡餐、茶,咖啡專賣"
02-2375-3342,弥味壽司 YUMMY SUSHI(原:平田壽司),0.65,0.65,0.8,11:30~21:30,"25.04293990683,121.50565501814",391,1029178,"日式料理,生魚片、壽司專賣"
02-8772-1237,TRASTEVERE,0.7,0.8,0.8,,"25.04072951738,121.54309080144",636,127457,"異國料理,義式料理"
02-2871-6633,ラーメン凪 Ramen Nagi 豚骨拉麵(天母店),0.85,0.8,0.7,11:30~22:00,"25.11760400365,121.53332901741999",265,717768,"日式料理,日式麵食專賣"
03-462-7899,嚐嚐九九(桃園中壢店),0.85,0.9,0.8,"17:00~22:00,11:00~14:00","24.957271011849997,121.24930001231",314,57925,"中式料理,熱炒、快炒"
02-2912-4788,雨田+,0.85,0.8,0.85,,"24.97218551392,121.54380471072",285,1111121,"早餐,其他類型早餐"
02-2755-4444,哈肯舖,0.9,0.8,0.75,07:30~21:30,"25.034480016249997,121.55444000299",213,46775,"烘焙、甜點、零食,西點烘焙、麵包"
07-338-9700,瑞彼特早午餐 Rabbit Brunch,0.6,0.65,0.75,09:00~21:00,"22.618383007200002,120.31369101154006",250,605156,"早餐,西式早餐"
02-8259-8989,Air Wings 輕食尚沙龍,0.0,0.0,0.0,11:00~21:00,"25.021185,121.466206",0,1204124,"咖啡、簡餐、茶,下午茶"
04-2581-0586,水母吃乳酪,0.8,0.75,0.65,,"24.25115700453,120.80871600703",375,36884,"烘焙、甜點、零食,西點烘焙、麵包"
02-2375-7979,Capricciosa卡布里喬莎(台北站前三越店),0.8,0.8,0.8,11:00~21:30,"25.04624501336,121.51528251598002",535,941186,"異國料理,義式料理"
0987-885-751,淇淇愛糖糖,0.8,0.85,0.8,,"24.134459925301808,120.70085116242856",189,970810,"主題特色餐廳,其它主題餐廳"
02-2272-6886,微淇甜蜜屋- Weichi Sweets 板橋,0.85,0.8,0.75,13:00~21:00,"25.00462001162,121.45503121242",180,1020014,"冰品、飲料、甜湯,冰淇淋"
02-2763-9661,印度皇宮(忠孝總店),0.8,0.7,0.65,,"25.04267501759,121.56380401663",353,596544,"異國料理,其他異國料理"
04-2305-0580,Just diner傑斯丹尼,0.8,0.8,0.8,,"24.14810470152,120.66640911427",293,989286,"咖啡、簡餐、茶,複合式"
02-2322-4523,藍記麻辣火鍋,0.55,0.5,0.5,17:30~05:00,"25.04053200872,121.52935200683001",664,7407,"鍋類,麻辣火鍋"
02-8866-2658,MiaCucina 義式創意輕食料理,0.8,0.75,0.75,11:00~22:00,"25.10462800111,121.52313301983",486,154893,"異國料理,義式料理"
02-2990-2345,鮭鮮人壽司本舖,0.75,0.7,0.6,11:00~21:00,"25.03517201462,121.44723200817",360,91120,"日式料理,生魚片、壽司專賣"
02-2752-1829,Tim&Mel 法式甜品輕食 TM Patisserie Bistro,0.85,0.8,0.7,"12:00~21:00,11:00~21:00","25.0390650099,121.55160301354",347,105874,"異國料理,法式料理"
02-2314-5380,Cold Stone酷聖石頂級冰淇淋(西門町),0.75,0.75,0.65,11:00~23:00,"25.04267300616,121.50783900916001",163,42781,"冰品、飲料、甜湯,冰淇淋"
0937-053-179,三明治 咖啡可可,0.85,0.55,0.45,07:00~00:00,"25.128014421339707,121.7447525400112",57,36714,"小吃,其他小吃"
07-701-1900,一畝田烘焙坊,0.8,0.85,0.75,,"22.63691401084,120.39536801903",300,150185,"烘焙、甜點、零食,西點烘焙、麵包"
03-922-5990,八甲休閒魚場,0.75,0.65,0.75,11:00~21:00,"24.729898010019998,121.71282700830001",496,164,"中式料理,海鮮餐廳"
04-2221-7939,大大茶樓(台中復興店),0.75,0.75,0.75,07:00~22:00,"24.13627300909,120.68773101916",385,2767,"中式料理,粵菜 港式飲茶"
04-2301-6599,白水尼克,0.65,0.75,0.7,,"24.1489750093,120.66319900713",255,75779,"咖啡、簡餐、茶,咖啡專賣"
03-388-8853,大溪湖畔咖啡,0.5,0.55,0.9,09:00~20:30,"24.81953701014,121.28865001756",309,1192,"咖啡、簡餐、茶,咖啡專賣"
02-2314-9969,皇家帝國鴛鴦火鍋,0.75,0.65,0.6,"11:30~00:30,00:00~00:30","25.038769007899997,121.50687601783001",494,7080,"鍋類,麻辣火鍋"
02-2659-2600,福慧根湯(內科店),1.0,1.0,1.0,11:30~21:30,"25.076480263418606,121.57313158620336",750,633904,"主題特色餐廳,食補藥膳餐廳"
02-2723-0661,開丼 燒肉vs丼飯(微風松高店),0.8,0.75,0.75,11:00~21:30,"25.039070280220077,121.56854025337701",305,1042506,"日式料理,其他日式料理"
02-2984-2727,五燈獎豬腳,0.8,0.6,0.55,09:00~22:00,"25.06346801144,121.49735001264",154,31181,"小吃,其他小吃"
02-8642-3252,媽媽廚坊,0.8,0.7,0.6,15:00~21:00,"25.07313220579,121.66286050161999",100,607264,"小吃,滷味"
02-2712-0711,五食五心烏龍麵(微風南京店B2),0.7,0.65,0.6,11:00~21:30,"25.052006012369997,121.54828900372999",221,986974,"日式料理,日式麵食專賣"
02-2862-4347,蒙馬特影像咖啡,0.65,0.6,0.95,11:00~22:00,"25.14506700764,121.56678401831999",306,49728,"咖啡、簡餐、茶,咖啡專賣"
02-2541-5837,KUMAMON café 熊本熊咖啡屋,0.5,0.65,0.75,11:00~19:00,"25.05196010865,121.52423671261",290,1019970,"主題特色餐廳,其它主題餐廳"
02-2368-0698,金雞園(台大店),0.75,0.65,0.55,09:00~22:00,"25.01576401022,121.53263201549001",134,7955,"中式料理,上海菜(江浙菜)"
02-2983-6312,醇樸小鎮 SIMPLE TOWN,0.95,0.95,0.9,06:00~12:00,"25.0613010093,121.48881581981",150,978872,"早餐,其他類型早餐"
06-228-7219,WIRE破屋,0.7,0.65,0.9,"10:00~02:00,18:00~02:00","22.99444371842,120.20075971490994",195,53682,"咖啡、簡餐、茶,複合式"
02-8771-7055,安娜可可藝術坊 ANNA COCOA ART(SOGO忠孝店),0.8,0.8,0.75,09:00~21:30,"25.04175801801,121.54483801138",249,81083,"烘焙、甜點、零食,巧克力專賣"
07-556-0279,呷百二 自然洋菓子行,0.8,0.75,0.65,09:00~22:00,"22.665752009920002,120.30849701588001",204,27815,"烘焙、甜點、零食,西點烘焙、麵包"
02-2766-0222,傷心酸辣粉,0.7,0.5,0.45,,"25.04247100449,121.56860301398",103,123343,"亞洲料理,越南料理"
,官芝霖大腸包小腸,0.8,0.7,0.45,,"24.178905010650002,120.64591600864",41,46613,"小吃,其他小吃"
04-2378-5669,MOCHA JANE'S 摩卡珍思(尼克咖啡四號店),0.75,0.75,0.75,7:00~21:00,"24.13985800087,120.66328201532",188,93653,"咖啡、簡餐、茶,複合式"
02-2497-9388,艾妮貓杯子蛋糕,0.5,0.7,0.75,,"25.087449004979998,121.82787601745007",80,949136,"烘焙、甜點、零食,西點烘焙、麵包"
03-668-4458,胡同大媽(新竹竹北店),0.85,0.8,0.8,"18:00~21:30,11:30~14:00","24.81879510651,121.02636901847993",506,935832,"中式料理,熱炒、快炒"
04-2328-8228,Mo-Mo-Paradise(台中牧場),0.75,0.8,0.75,11:00~23:30,"24.151040018619998,120.66384800386",445,40760,"鍋類,其他鍋類"
,丸龜製麵(新光三越高雄左營店本館),0.8,0.7,0.55,11:00~22:00,"22.688315314609998,120.309967418",181,951810,"日式料理,日式麵食專賣"
02-2910-0919,燦爛和食,0.95,0.95,0.9,,"24.98272500589,121.54246701541",458,1045670,"日式料理,綜合日式料理"
06-221-1566,阿布丁丁專賣店,0.75,0.7,0.65,11:00~20:00,"23.00007300767,120.16193800523001",159,36937,"烘焙、甜點、零食,西點烘焙、麵包"
07-531-6999,NOW & THEN by nybc,0.8,0.8,0.85,,"22.62000500476,120.28158520701",383,1005728,"異國料理,美式料理"
02-8502-3282,八海精緻鍋物料理,0.75,0.55,0.65,"11:00~15:00,17:00~22:00","25.083639000450002,121.55594101623001",549,72725,"鍋類,其他鍋類"
02-2226-3079,咖哩匠 Curry Champ(中和國賓環球影城),0.7,0.75,0.75,"11:00~22:30,11:00~22:00","25.006240008109998,121.47513100896",308,38920,"日式料理,綜合日式料理"
02-2325-6578,提拉米蘇精緻蛋糕(復興店),0.85,0.7,0.7,10:00~20:00,"25.02771800281,121.54323601171",131,45143,"烘焙、甜點、零食,西點烘焙、麵包"
02-2782-6230,丹蜜爾蛋糕專業烘培坊,0.7,0.65,0.65,06:30~24:00,"25.04734500349,121.61519301044001",700,68411,"烘焙、甜點、零食,西點烘焙、麵包"
02-2428-9908,貓小路cafe,0.85,0.85,0.95,11:00~21:00,"25.13027700311,121.74037700771",232,152013,"咖啡、簡餐、茶,複合式"
04-2515-2581,廚匠異國創意料理(豐原一館),0.9,0.9,0.9,"11:00~13:30,17:00~20:30","24.250849012539998,120.70118000333",525,48624,"異國料理,英式料理"
02-2302-9044,萬華仙草冰,0.8,0.7,0.6,10:00~19:00,"25.03295901969,121.50172001864",36,44934,"冰品、飲料、甜湯,飲料專賣店"
02-2362-8867,Film Studio Cafe 片場咖啡,0.7,0.85,0.9,11:00~22:00,"25.01966780265,121.53322520740001",294,619130,"咖啡、簡餐、茶,複合式"
02-2831-7757,豚馬日本料理,0.8,0.8,0.75,"17:30~21:30,11:30~14:30","25.103392546919544,121.52273557428092",775,190037,"日式料理,其他日式料理"
02-2541-1563,品涮涮鍋 shabushabu nabe,0.85,0.7,0.65,"11:30~01:00,17:00~01:00","25.05130401479,121.52757701847007",1143,74454,"鍋類,涮涮鍋"
0928-685-552,Da SacE 重乳酪專門店,0.0,0.0,0.0,11:00~18:00,"24.99522700503,121.50069951213",0,1115681,"烘焙、甜點、零食,甜點專賣"
0936-839-290,林記燒麻糬,0.75,0.55,0.45,,"25.05549800591,121.5149810076",43,35160,"小吃,其他小吃"
02-2244-1689,客滿燒烤,0.7,0.85,0.6,"00:00~01:00,17:00~01:00","25.001466010050002,121.49703000179",389,47137,"燒烤類,炭烤串燒"
02-2202-6983,地平線1號 Horizon No.1,0.8,0.85,0.85,11:00~22:00,"25.020053009810002,121.42353701081001",212,950648,"咖啡、簡餐、茶,複合式"
02-2862-6408,冠宸食館,0.85,0.6,0.65,,"25.1763370028,121.53972501298",407,22291,"主題特色餐廳,景觀餐廳"
02-2778-7676,La MESA 西班牙餐廳,0.8,0.8,0.8,17:30~23:00,"25.042101911899998,121.55565601476",796,608136,"異國料理,西班牙料理"
02-2562-2328,Mo-Mo-Paradise(中山牧場),0.8,0.75,0.75,"11:30~23:00,11:30~22:00","25.05205000559,121.52183001733002",431,34394,"鍋類,壽喜燒"
02-2331-1117,川揚郁坊小館,0.85,0.6,0.5,"11:00~14:00,17:00~20:30","25.03512401538,121.50775401949001",366,7598,"中式料理,其它中式料理"
02-2921-6030,Pizza Hut  必勝客歡樂吧(台北永和店),0.7,0.75,0.7,11:00~23:00,"25.013297004360002,121.51518001772",280,18395,"buffet自助餐,西式"
0927-101-729,台南安平黃家鮮蝦餅,0.7,0.6,0.65,11:00~19:00,"22.99995010694,120.16250700871001",0,822072,"烘焙、甜點、零食,休閒零食"
03-787-8600,漫時光咖啡,0.65,0.7,0.9,"13:30~17:30,11:00~17:30","24.3763820064,120.78161501749999",267,935954,"咖啡、簡餐、茶,咖啡專賣"
02-2731-3585,狗一下居酒食堂(忠孝店),0.75,0.8,0.8,"17:00~02:00,11:30~14:30,00:00~02:00","25.04256251295,121.54762080855001",661,1025392,"日式料理,居酒屋"
02-2395-1336,Petit Doux,0.8,0.75,0.9,,"25.03265800466,121.53062401410999",475,1036968,"咖啡、簡餐、茶,複合式"
06-225-1396,你我他之家,0.85,0.65,0.55,10:00~21:00,"22.988701012019998,120.19606500051",159,44582,"小吃,其他小吃"
04-2258-2302,森森燒肉(原:小匠屋),0.85,0.85,0.8,"11:30~15:00,11:30~00:00,17:00~00:00","24.151002433972206,120.63524723360979",555,580913,"燒烤類,日式燒肉"
04-2235-4080,本壽司,0.85,0.85,0.85,"17:00~22:00,11:00~14:00","24.16547671924,120.67971451583004",859,965218,"日式料理,綜合日式料理"
02-2232-5739,下港米糕排骨酥店,0.9,0.75,0.7,11:00~23:00,"25.00763000072,121.51270901601",82,35511,"小吃,其他小吃"
,世田谷拉麵,0.75,0.75,0.75,,"25.04002631398,121.55388031739",313,1008446,"日式料理,日式麵食專賣"
02-2722-3189,花間蜜 Flowers Honey,0.8,0.85,0.85,11:30~21:30,"25.0410890051026,121.561927427632",613,979480,"素食,西式"
02-2516-2095,大尾本家串燒居食,0.75,0.85,0.75,17:30~23:30,"25.051740754852734,121.53742970975102",440,597634,"日式料理,居酒屋"
02-2881-8366,直火人,0.85,0.75,0.75,,"25.08963860906,121.5266906131",189,1009702,"日式料理,其他日式料理"
02-2812-5409,君城本家(延平總店),0.85,0.8,0.75,07:00~23:00,"25.08506901257,121.50962001914004",193,34628,"烘焙、甜點、零食,西點烘焙、麵包"
03-331-6617,相演炭火燒肉,0.85,0.85,0.65,"17:00~02:00,00:00~02:00","24.99795400182,121.3088730086",498,27219,"燒烤類,炭烤串燒"
03-271-2668,蘑菇森林義大利麵坊(桃園ATT筷食尚店),0.8,0.8,0.85,11:30~22:00,"24.99079900675,121.31281001214",369,1144589,"異國料理,義式料理"
02-2556-2526,福來許Fleisch,0.7,0.75,0.8,10:30~20:00,"25.056017258610353,121.50969921506727",472,590688,"咖啡、簡餐、茶,咖啡專賣"
03-954-0736,林記鮮肉小湯包,0.8,0.7,0.6,08:00~21:00,"24.67717200471,121.77067100171",63,51918,"中式料理,麵食點心"
02-2366-1258,茄子洋廚(原：茄子咖哩),0.7,0.65,0.75,11:30~21:30,"25.01297100107,121.53638101092001",300,22180,"異國料理,其他異國料理"
02-2389-7289,韓菜100,0.9,0.7,0.5,"11:00~14:30,16:30~21:00","25.04131400207,121.50611500749",195,114788,"亞洲料理,韓式料理"
02-8502-7078,勝博殿日式炸豬排(劍南店),0.75,0.8,0.8,"11:00~15:00,17:30~22:00","25.08363900926,121.5559410014",355,49320,"日式料理,日式豬排專賣"
03-519-1118,惟客多烘焙屋,0.8,0.7,0.6,06:30~23:30,"24.784476015920003,120.96742000053",103,34457,"烘焙、甜點、零食,西點烘焙、麵包"
02-2722-5883,屯京拉麵(台北A8店),0.75,0.75,0.65,,"25.038899707090003,121.56673591265003",270,665512,"日式料理,日式麵食專賣"
02-2302-3281,北港米糕粥,0.75,0.7,0.55,16:00~23:00,"25.03771401499,121.49853501844001",45,581119,"冰品、飲料、甜湯,甜品、甜湯"
04-2254-8555,花月嵐拉麵(新光中港店),0.7,0.7,0.6,11:00~22:00,"24.16545191554,120.64380201476999",225,128915,"日式料理,日式麵食專賣"
03-525-8656,在樹上早午餐專賣店,0.85,0.65,0.7,09:00~22:00,"24.804148312640002,120.96984200119999",200,117889,"咖啡、簡餐、茶,咖啡專賣"
02-2945-9668,櫻壽司,0.75,0.7,0.65,"11:00~14:30,17:00~24:00","25.00003200466,121.51967050610007",552,1127090,"日式料理,生魚片、壽司專賣"
0937-671-052,阿江炒鱔魚意麵,0.85,0.65,0.5,17:00~02:00,"22.99837700742,120.19696500192",87,103311,"小吃,其他小吃"
02-2833-9667,楓格蛋糕(天母店),0.95,0.85,0.7,10:00~20:00,"25.108201805190493,121.53254231089645",153,27367,"烘焙、甜點、零食,西點烘焙、麵包"
08-835-4898,佳珍海產餐廳,0.85,0.85,0.85,"17:00~21:00,11:00~14:30","22.46800200733,120.45384700342",655,30344,"中式料理,海鮮餐廳"
02-2521-1828,勝博殿日式炸豬排(南西店),0.75,0.75,0.65,,"25.05269801607,121.52095001252",380,52668,"日式料理,日式豬排專賣"
02-2733-8720,藏月日式豬排專賣店,0.6,0.55,0.65,11:30~21:00,"25.024361012259998,121.54816700029001",224,9002,"日式料理,日式豬排專賣"
02-2776-9928,慶州館韓式料理,0.8,0.65,0.7,"11:00~14:00,16:00~21:30","25.050430014689997,121.54377101203",478,7071,"亞洲料理,韓式料理"
02-2959-5936,墨爾本布蕾斯咖啡廳 Melbourne Press Cafe,0.6,0.55,0.65,08:00~23:00,"25.00710590481,121.46191601998001",259,1036456,"咖啡、簡餐、茶,複合式"
07-281-6780,老周冷飲店,0.8,0.65,0.5,10:00~21:00,"22.63614101188,120.29288201349",45,30062,"小吃,其他小吃"
04-2327-1588,樂昂咖啡(健行店),0.8,0.7,0.85,10:00~22:00,"24.15659700268,120.66340300011001",436,966248,"咖啡、簡餐、茶,複合式"
02-2620-0205,Who's Tea 鬍子茶(淡水北新店),0.75,0.75,0.75,"00:00~01:00,09:00~01:00","25.17790850616,121.44565400152",148,1092047,"咖啡、簡餐、茶,複合式"
04-2320-0109,水森水產,0.95,0.9,0.85,"17:00~22:00,11:00~14:30","24.148784019,120.65076300871",0,1080080,"日式料理,綜合日式料理"
02-2363-3391,珍品味泰式炭烤,0.75,0.45,0.4,11:00~23:00,"25.024350016289997,121.52947801722",97,9621,"亞洲料理,泰式料理"
02-8773-8605,藍公館麻辣火鍋,0.75,0.6,0.7,17:00~02:00,"25.044250003560002,121.55695501034",718,131193,"鍋類,麻辣火鍋"
02-2880-2277,角頭炙燒牛排(士林陽明店),0.75,0.8,0.75,17:00~24:30,"25.08808601949,121.52588401558",211,627202,"主題特色餐廳,情境主題餐廳"
02-2559-7981,PIECE OF CAKE餐廳,0.65,0.65,0.65,10:00~22:00,"25.05235701422,121.51932600702001",231,3924,"咖啡、簡餐、茶,咖啡專賣"
04-2310-5577,黑色古堡法義風味人文餐廳,0.7,0.85,0.9,"17:30~21:00,11:30~14:30","24.15212700403,120.66731901818001",535,15503,"異國料理,法式料理"
02-2700-8560,品湯。白色麻辣鍋專賣店,0.9,0.85,0.85,11:30~23:30,"25.03163831971,121.55366310644",400,1119206,"鍋類,麻辣火鍋"
02-2599-5168,你回來了-型男食堂居酒屋,0.8,0.9,0.9,17:30~24:00,"25.06354771491,121.53164270465001",575,991728,"日式料理,居酒屋"
02-2562-7707,VEGETEJIYA菜豚屋(林森店),0.7,0.75,0.65,"17:00~02:00,00:00~02:00","25.05025780519,121.52741991372",600,1039090,"燒烤類,韓式燒肉"
,富香屋 手工汽水,0.85,0.85,0.7,,"22.98983700502,120.19997301491",36,958844,"冰品、飲料、甜湯,飲料專賣店"
02-2559-6350,禾楓小熊(雙連店),0.85,0.8,0.6,,"25.057349012499998,121.52045401894",98,70330,"小吃,其他小吃"
04-2320-1996,法布甜 法式伴手禮專賣店,0.8,0.85,0.85,13:00~22:00,"24.1600080018,120.6523550089",337,614670,"烘焙、甜點、零食,西點烘焙、麵包"
02-2998-8389,Who's Tea 鬍子茶(台北新莊店),0.8,0.85,0.85,10:00~23:00,"25.040769929046224,121.44544691809706",262,1041808,"異國料理,美式料理"
0916-136-555,橘太郎爆漿雞蛋糕,0.75,0.75,0.25,15:00~22:00,"24.991653866476803,121.42670175737601",40,152113,"烘焙、甜點、零食,西點烘焙、麵包"
04-2589-3280,花露花卉休閒農場,0.7,0.6,0.75,08:00~18:00,"24.33276800022,120.82622401583",613,29428,"主題特色餐廳,其它主題餐廳"
06-228-8095,王氏魚皮,0.75,0.65,0.6,04:00~14:00,"22.9989250051,120.16891800555001",92,63916,"中式料理,其它中式料理"
02-2545-1001,馬旦馬須法國館,0.8,0.8,0.85,"11:50~24:00,11:50~23:00","25.054865005699998,121.55071900012",1030,89639,"異國料理,法式料理"
02-2703-8200,涼食帖,0.85,0.8,0.85,08:30~21:30,"25.03279781823,121.55262061015",190,1021820,"烘焙、甜點、零食,西點烘焙、麵包"
06-225-1514,劉家肉粽菜粽專賣(西門店),0.75,0.6,0.6,,"22.99962801407,120.20114301713001",59,31026,"中式料理,台菜餐廳"
06-203-5599,碳佐麻里日式燒肉(台南中華店),0.9,0.9,0.9,11:30~24:00,"23.01790700143,120.22770401438001",730,11654,"燒烤類,炭烤串燒"
,カラシビ味噌拉麵 鬼金棒,0.75,0.65,0.7,"17:00~22:00,11:30~14:00","25.051291902259997,121.52049600208",280,996848,"日式料理,居酒屋"
02-2321-8949,Alleycat's 手工窯烤披薩(麗水店Li Shui),0.75,0.7,0.7,17:00~23:00,"25.032593002429998,121.52886601104",427,31865,"異國料理,義式料理"
03-589-0011,The One南園人文休閒客棧,0.8,0.85,0.9,11:30~16:30,"24.86799400599,121.10423901112",1730,43766,"主題特色餐廳,景觀餐廳"
04-2375-7522,自然田名品,0.85,0.8,0.75,10:00~17:00,"24.12962710104,120.65756310953",0,105648,"烘焙、甜點、零食,休閒零食"
02-2751-3525,長白小館,0.65,0.45,0.4,"17:00~21:00,11:30~14:00","25.04070101648,121.55505500691",486,3808,"鍋類,其他鍋類"
02-2948-3358,客家小館,0.85,0.8,0.9,"11:00~14:00,17:00~20:00","24.999196449372292,121.51808750663474",623,18299,"中式料理,客家菜"
03-833-8819,花蓮縣餅菩提餅舖(站前店),0.75,0.7,0.75,09:00~22:00,"23.99264401747,121.60353401713999",195,59981,"烘焙、甜點、零食,西點烘焙、麵包"
04-2471-5189,冠穎食品-ㄚ發仔手工水餃,0.75,0.75,0.65,09:00~18:00,"24.13890701443,120.64790001804",30,96607,"烘焙、甜點、零食,西點烘焙、麵包"
04-2310-9102,慕夏巧克力專賣店,0.85,0.8,0.85,12:00~22:00,"24.15338954682209,120.65890344911436",464,118188,"烘焙、甜點、零食,巧克力專賣"
04-2239-0530,三時冰菓店,0.75,0.65,0.8,12:00~20:30,"24.178506014299998,120.74057161344",113,971078,"冰品、飲料、甜湯,剉冰、豆花"
0975-106-222,野牛屋,0.0,0.0,0.0,"17:00~21:00,11:00~14:00","24.096902508219998,120.56201370784",0,1141430,"鍋類,溫體牛"
03-357-7358,恆八味屋日式豬排,0.8,0.75,0.75,"17:30~21:00,11:30~14:00","25.01299601502,121.29971700845",309,37435,"日式料理,日式豬排專賣"
02-8941-9257,小串燒,0.75,0.8,0.75,17:30~02:00,"24.98769990608,121.51167801086008",340,926148,"燒烤類,炭烤串燒"
02-8773-3771,Longtimeago Café 夢遊咖啡館,0.65,0.7,0.75,,"25.03951191105,121.55055100266",339,967930,"異國料理,美式料理"
02-2910-9475,豆穌朋迷你泡芙,0.85,0.75,0.7,,"24.97411201253,121.55118901639999",86,53006,"烘焙、甜點、零食,休閒零食"
02-2552-1199,元定食(京站店),0.7,0.7,0.65,,"25.049345001979997,121.51682500823",390,78037,"日式料理,其他日式料理"
02-2629-1180,新建成餅店,0.85,0.65,0.55,,"25.169022018139998,121.44285700711",175,27841,"烘焙、甜點、零食,西點烘焙、麵包"
07-272-0006,牛老大,0.9,0.85,0.8,,"22.62603740571,120.29518730755",302,592346,"鍋類,其他鍋類"
02-2674-9618,花岩山林,0.65,0.65,0.8,10:00~19:00,"24.86529070433,121.43941240218004",395,41301,"主題特色餐廳,景觀餐廳"
02-2558-2328,天吉屋(京站店),0.7,0.7,0.65,"11:00~22:00,11:00~21:30","25.049344919990002,121.51682490625008",369,922240,"日式料理,其他日式料理"
03-522-1107,飛翔的魚美式餐廳,0.6,0.6,0.65,09:00~23:00,"24.80116101934,120.96343100313",230,51784,"異國料理,美式料理"
07-550-5000,老四川巴蜀麻辣燙,0.9,0.85,0.85,"17:30~01:30,11:30~01:30,11:30~14:30","22.66055501271,120.30022201598001",453,50791,"鍋類,麻辣火鍋"
02-8861-4384,便所(士林店),0.6,0.65,0.65,11:30~22:00,"25.08966690916,121.52709901148",249,128355,"主題特色餐廳,其它主題餐廳"
02-2311-8822,便所(台北西門店),0.45,0.5,0.75,11:30~22:00,"25.044443017440003,121.50575300128",240,34406,"主題特色餐廳,其它主題餐廳"
07-556-9333,哈摩尼韓食堂(裕誠店),0.75,0.6,0.65,"17:30~22:00,11:30~14:30","22.665710212569998,120.30722061926994",371,930990,"亞洲料理,韓式料理"
07-236-1822,鄧師傅功夫菜(中正創始店),0.75,0.8,0.7,11:00~21:00,"22.63121201067,120.30757001825",142,30050,"小吃,其他小吃"
04-2320-2389,布朗尼甜點-Brownie Patisserie,0.85,0.85,0.85,10:00~22:00,"24.15104114331079,120.65239894260056",514,948450,"烘焙、甜點、零食,西點烘焙、麵包"
0919-891-527,吳萬春蜜餞(武廟店),0.85,0.85,0.75,09:30~18:00,"22.996426200059997,120.20178451876001",301,1024342,"烘焙、甜點、零食,休閒零食"
,神仙草-柴燒嫩仙草專賣店,0.9,0.8,0.85,13:00~21:00,"24.15940901563,120.67178160794",78,1027920,"冰品、飲料、甜湯,甜品、甜湯"
089-320-910,自然食尚NaturalTasty,0.7,0.75,0.7,09:00~18:00,"22.75972171106,121.15023151771001",240,929118,"烘焙、甜點、零食,西點烘焙、麵包"
02-2311-4663,港九香滿樓,0.65,0.6,0.55,10:00~21:30,"25.04346400827,121.50685991081",433,6575,"中式料理,粵菜 港式飲茶"
02-8283-1327,OMAYA春川炒雞(蘆洲店),0.75,0.8,0.75,"17:00~21:00,11:00~14:00","25.083267824999915,121.46275397034685",367,1070130,"亞洲料理,韓式料理"
05-226-2320,羅記民雄肉包,0.7,0.6,0.65,00:00~24:00,"23.55761401954,120.43343700624003",45,31495,"小吃,其他小吃"
0919-237-280,沙灘小酒館,0.75,0.65,0.75,10:00~22:00,"21.9257700177,120.83203801153",311,42398,"異國料理,其他異國料理"
07-226-1477,枝仔冰城(高雄直營店),0.8,0.75,0.65,09:00~20:00,"22.62865300162,120.31282000525",95,41574,"冰品、飲料、甜湯,飲料專賣店"
02-2711-1027,劉震川日韓大食館,0.8,0.85,0.8,11:30~22:30,"25.03990891104,121.55518461769",437,1015106,"亞洲料理,韓式料理"
02-2312-2508,背包廚房手工披薩咖啡屋,0.75,0.65,0.7,11:00~21:00,"25.03445700418,121.50773600631999",200,86789,"異國料理,義式料理"
07-343-8188,天水玥秘境鍋物殿,0.7,0.65,0.85,11:00~24:00,"22.67799341331,120.30909361036",481,1000170,"鍋類,涮涮鍋"
02-2423-0079,營養三明治(基隆廟口58攤),0.8,0.6,0.5,11:00~24:00,"25.12836301098,121.74331801765",68,33892,"小吃,其他小吃"
02-2955-0057,小王子一號店(中山店),0.75,0.7,0.8,07:00~15:00,"25.02124491779,121.48236501487",88,141153,"早餐,其他類型早餐"
02-2593-1700,方圓涮涮屋(撫順店),0.85,0.8,0.85,"11:30~15:00,17:30~22:00","25.06358410237,121.52032041601001",436,1029268,"鍋類,涮涮鍋"
02-2555-0798,安溯市集(原：湧升小館),0.85,0.85,0.75,10:00~17:30,"25.05458200877,121.50896001230001",320,107447,"主題特色餐廳,其它主題餐廳"
02-2781-9004,美景川味小吃,0.8,0.55,0.45,,"25.04177300433,121.54798901669",96,23203,"中式料理,麵食點心"
